"","X","date","total_count","lineage_count","lineage","prevalence","prevalence_rolling","term"
"369",10071,"2020-07-08",0,0,"other",0,1,NA
"370",3993,"2020-07-09",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"371",5180,"2020-07-09",0,0,"ba.1",0,0,"Omicron"
"372",10072,"2020-07-09",1,1,"other",1,1,NA
"373",3994,"2020-07-10",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"374",5181,"2020-07-10",0,0,"ba.1",0,0,"Omicron"
"375",10073,"2020-07-10",1,1,"other",1,1,NA
"376",3995,"2020-07-11",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"377",5182,"2020-07-11",0,0,"ba.1",0,0,"Omicron"
"378",10074,"2020-07-11",1,1,"other",1,1,NA
"379",3996,"2020-07-12",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"380",5183,"2020-07-12",0,0,"ba.1",0,0,"Omicron"
"381",10075,"2020-07-12",1,1,"other",1,1,NA
"382",3997,"2020-07-13",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"383",5184,"2020-07-13",0,0,"ba.1",0,0,"Omicron"
"384",10076,"2020-07-13",0,0,"other",0,1,NA
"385",3998,"2020-07-14",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"386",5185,"2020-07-14",0,0,"ba.1",0,0,"Omicron"
"387",10077,"2020-07-14",0,0,"other",0,1,NA
"388",3999,"2020-07-15",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"389",5186,"2020-07-15",0,0,"ba.1",0,0,"Omicron"
"390",10078,"2020-07-15",0,0,"other",0,1,NA
"391",4000,"2020-07-16",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"392",5187,"2020-07-16",0,0,"ba.1",0,0,"Omicron"
"393",10079,"2020-07-16",0,0,"other",0,1,NA
"394",4001,"2020-07-17",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"395",5188,"2020-07-17",0,0,"ba.1",0,0,"Omicron"
"396",10080,"2020-07-17",0,0,"other",0,1,NA
"397",4002,"2020-07-18",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
"398",5189,"2020-07-18",0,0,"ba.1",0,0,"Omicron"
"399",10081,"2020-07-18",0,0,"other",0,1,NA
"400",4003,"2020-07-19",0,0,"b.1.2",0,0,"XBB* (XBB.X)"
