"","X","date","total_count","lineage_count","lineage","prevalence","prevalence_rolling","term"
"243",7164,"2020-05-21",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"244",19532,"2020-05-21",0,0,"other",0,0,NA
"245",6011,"2020-05-22",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"246",6662,"2020-05-22",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"247",7165,"2020-05-22",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"248",19533,"2020-05-22",0,0,"other",0,0,NA
"249",6012,"2020-05-23",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"250",6663,"2020-05-23",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"251",7166,"2020-05-23",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"252",19534,"2020-05-23",0,0,"other",0,0,NA
"253",6013,"2020-05-24",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"254",6664,"2020-05-24",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"255",7167,"2020-05-24",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"256",19535,"2020-05-24",0,0,"other",0,0,NA
"257",6014,"2020-05-25",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"258",6665,"2020-05-25",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"259",7168,"2020-05-25",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"260",19536,"2020-05-25",0,0,"other",0,0,NA
"261",6015,"2020-05-26",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"262",6666,"2020-05-26",0,0,"b.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"263",7169,"2020-05-26",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"264",19537,"2020-05-26",0,0,"other",0,0,NA
"265",6016,"2020-05-27",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"266",6667,"2020-05-27",3,1,"b.1",0.333333333333333,0.333333333333333,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"267",7170,"2020-05-27",0,0,"b.1.1",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"268",19538,"2020-05-27",3,2,"other",0.666666666666667,0.666666666666667,NA
"269",6017,"2020-05-28",0,0,"b",0,0,"XBB.1.16* [Omicron (XBB.1.16.X)]"
"270",6668,"2020-05-28",0,0,"b.1",0,0.333333333333333,"XBB.1.16* [Omicron (XBB.1.16.X)]"
